text,label
"['संभू', 'लाल', 'ne', 'अपनी', 'भहन', 'पूजा', 'ka', 'rape', 'किया', 'tha', 'कही', 'वो', 'Tum', 'to', 'नहि']",no
"['इसे', 'लगाता', 'है', 'Is', 'जगड़े', 'me', 'log', 'शिल्प', 'ko', 'hate', 'करेगें', 'इसीलिए', 'Baar', 'Baar', 'मुह', 'मरने', 'आती', 'है', 'शिल्प', 'सबसे', 'उपर', 'समझ', 'ले']",no
"['तुम्हारे', 'पीढ़ी', 'भैया', 'ne', 'क्या', 'bola', 'tha', 'rape', 'k', 'बाद', 'Pata', 'है', 'नौर', 'अभि', 'एक', 'भि', 'rape', 'इण्डिया', 'k', 'किसी', 'कोने', 'me', 'ho', 'जता', 'है', 'तोह', 'कित्ता', 'बोलते', 'ho', 'मोड़ी', 'ye', 'है', 'wo', 'है', 'Jab', 'अच्छे', 'se', 'दिल्ली', 'ko', 'secure', 'ni', 'कर', 'पाये', 'तुम्हारे', 'aka', 'in', '65', 'सालों', 'me', 'तोह', 'कुछ', 'तोह', 'compensate', 'करने', 'k', 'लिए', 'करणा', 'परेगा', 'na']",no
"['अबे', 'rape', 'पीरीत', 'औरत', 'के', 'बच्चे', 'हरम', 'खोर', 'कुतते', 'के', 'बिल्ले', 'सुवर']",no
"['ज', 'tu', 'अपनी', 'amma', 'ko', 'बचा', 'कही', 'उसका', 'rape', 'to', 'नहि', 'ho', 'रहा', 'है']",no
"['राजस्तान', 'police', 'के', 'ye', 'जनकारी', 'di', 'है', 'कि', 'संभू', 'सुवर', 'खुद', 'अपनी', 'भहन', 'ka', 'rape', 'करता', 'tha']",no
"['क्यों', 'आप', 'log', 'पद्मावत', 'ko', 'hi', 'target', 'केर', 'रहे', 'ho', 'पोर्किस्तान', 'रोज', 'सिजेफायर', 'tod', 'रहा', 'tab', 'koi', 'कुच', 'नई', 'बोलता', 'देश', 'मै', 'रोज', 'rape', 'or', 'murder', 'जैसी', 'वारदातें', 'hoti', 'tab', 'भि', 'कुच', 'नई', 'बोलता', 'मा', 'पद्मावती', 'ka', 'सम्मन', 'मै', 'भि', 'करता', 'hoon', 'per', 'पहले', 'देश', 'Wake', 'up', 'इण्डिया', 'or', 'भि', 'prob', 'है']",yes
"['बच्चियों', 'se', 'rape', 'करनेवालों', 'ko', 'कुत्तों', 'कि', 'mout', 'mar', 'देना', 'चाहिए']",yes
"['I', 'hate', 'this', 'ad', 'अप', 'भि', 'बराय', 'ho', 'k', 'एसे', 'एड्स्', 'बनें', 'गि']",yes
"['प्रकाश', 'Raj', 'पे', 'पठार', 'नही', 'बरसेंगे', 'so', 'he', 'can', 'speak', 'up', 'his', 'mind', 'Khan', 'surname', 'के', 'साठ', 'बोलके', 'दिखाते', 'wo', 'गलती', 'se', 'famous', 'होते', 'bahut', 'जायदा', 'to', 'तर्प', 'के', 'लिए', 'log', 'Us', 'statement', 'ka', 'rape', 'कर', 'देते', 'हत्तस्पस्तस्तिस्तिप्थाइंतिशेतस954597935777431552', '…']",no
"['तलाक', 'per', 'kanoon', 'बदल', 'सकता', 'है', 'rape', 'per', 'नही', 'जायदा', 'जरुरत', 'rape', 'se', 'बचने', 'कि', 'है', 'ya', 'तलाक', 'se']",no
"['लाकिन', 'पसन्द', 'na', 'होना', 'आउर्', 'hate', 'करणा', 'ma', 'फरक', 'है']",no
"['I', 'hate', 'that', 'शित', 'कभी', 'join', 'नई', 'किया']",yes
"['आप', 'se', 'ध्यान', 'to', 'hate', 'पहले']",no
"['यह', 'koi', 'उमर', 'भाला', 'hate', 'कि']",no
"['नही', 'पीनी', 'है', 'मूर्ख', 'पप्पु', 'के', 'साठ', 'coffee', 'मुफत', 'me', 'Air', 'के', 'आने', 'जाने', 'के', 'साठ', 'भि', 'because', 'I', 'hate', 'him']",yes
"['Sir', 'मलखटर', 'जी', 'क्या', '12', 'साल', 'sey', 'उपर', 'वालो', 'ka', 'rape', 'rape', 'नही', 'होता', 'क्या', 'फंसी', 'कि', 'सजा', 'सर्फ', 'उप्तो12', 'यर्स', 'क्यू', 'sab', 'per', 'रखो', 'na', 'अब', 'rape', 'वाले', 'b', 'आधार', 'card', 'per', 'age', 'देख', 'केर', 'rape', 'करेगें', 'क्या']",no
"['अबे', 'चुट्टे', 'क्या', 'असरम', 'असरम', 'लगा', 'रखखा', 'अबे', 'यू', 'deash', 'बरबाद', 'hora', 'एक', 'rapist', 'ko', 'sale', 'guru', 'मान', 'lete', 'ho', 'आउर्', 'अपनी', 'बहनो', 'ka', 'rape', 'करवाते', 'ho']",yes
"['राजपुत', 'के', 'खिलाफ', 'post', 'नहि', 'है', 'ye', 'गलत', 'सोच', 'के', 'खिलाफ', 'है', 'jo', 'supreme', 'court', 'ko', 'नहि', 'mane', 'सेना', 'ko', 'उकसे', 'ye', 'देसद्रोही', 'है', 'मग्र', 'sarkar', 'खामोश', 'है', 'अग्र', 'करणी', 'सेना', 'ko', 'फिकर', 'है', 'to', 'rape', 'होता', 'है', 'उसके', 'इंसाफ', 'के', 'lie', 'आंदोलन', 'करे', 'नारी', 'ka', 'समनान', 'नहि', 'ye', 'अपनी', 'ताकत', 'दिखाना', 'चह', 'रह', 'है']",no
"['हिन्दुस्तान', 'मेई', 'हर', 'din', '2530', 'rape', 'होते', 'h', 'tab', 'तोह', 'आवाज', 'नहि', 'उतते', 'jab', 'बात', 'movie', 'कि', 'आई', 'सबके', 'Talwar', 'हटो', 'मेई', 'आगई', 'शर्म', 'karo']",yes
"['एक', 'ate', 'h', 'शिल्प', 'शिल्प', 'बोलने', 'wale', 'fir', 'ate', 'h', 'विकास', 'विकास', 'बोलने', 'wale', 'fir', 'ate', 'h', 'हीना', 'हीना', 'बोलने', 'wale', 'fir', 'कुच', 'पगल', 'ate', 'h', 'शिकास', 'शिकास', 'i', 'hate', 'this', 'शिकास', 'word']",yes
"['La', 'भै', 'raid', 'ko', '15', 'आग', 'ko', 'ढँग', 'se', 'rape', 'hoga', 'विमल', 'sir', 'ka']",no
"['Ye', 'jo', 'गीता', 'फोकट', 'है', 'na', 'wo', 'भक्त', 'है', 'उस्को', 'सर्फ', 'मुस्लिम', 'se', 'नफरत', 'है', 'rape', 'se', 'नहीं', 'बीजीपी', 'के', 'नेता', 'bole', 'na', 'rape', 'to', 'होता', 'hi', 'रहता', 'है']",yes
"['jab', 'rape', 'होते', 'h', 'तबकों', 'करनीसेना', 'चुप', 'hoti', 'h', 'tab', 'नारी', 'shakti', 'n', 'सम्मन', 'क्यों', 'याद', 'नहियाता', 'n', 'अज', 'भि', 'हजारो', 'महिलाए', 'हरयाना', 'n', 'राजस्थान', 'up', 'm', 'हरसमेंट', 'ka', 'n', 'rape', 'ka', 'सिखर', 'होरी', 'अपना', 'गुस्सा', 'वाहन', 'दिखावो', 'ज्यादा', 'खुशी', 'मिलेगी', 'मझे']",yes
"['विकास', 'गुप्त', 'is', 'worst', 'person', 'in', 'डज', 'वर्लधे', 'is', 'सोओ', 'मेनशिल्प', 'ko', 'show', 'se', 'निकाल', 'दियाफिर', 'भि', 'इस्को', 'शांति', 'नही', 'हैजूते', 'मारने', 'चाहिए', 'एसे', 'घटिया', 'इंसान', 'कोहते', 'u', 'गुप्ति', 'to', 'da', 'core']",yes
"['All', 'my', 'close', 'भै', 'लॉग्स', 'hate', 'दीपिका', 'लेकिन', 'mere', 'लिए', 'सह', 'lete', 'है']",no
"['अचा', 'बीसी', 'jab', 'दुनिया', 'मेय', 'मार्ड', 'log', 'jo', '7थ', 'साल', 'कि', 'बची', 'Ko', 'rape', 'करदेते', 'hi', 'आउर्', 'जान', 'ley', 'ले', 'try', 'hi', 'उसका', 'तोह', 'वो', 'कुच', 'नहि', 'hi', 'लडकी', 'अध', 'कपडे', 'पहने', 'तोह', 'जुल्म', 'कैसे', 'log', 'hi', 'देश', 'मेय', 'chi']",yes
"['भै', 'चटने', 'ka', 'सुख', 'है', 'bahut', 'चाटो', 'लेकिन', 'rape', 'विक्टिम्स', 'ko', 'gali', 'na', 'do', 'बीजीपी', 'सर्फ', 'rape', 'विक्टिम्स', 'ko', 'gali', 'देती', 'है', 'or', 'रपेस्ट', 'ko', 'बचाती', 'है']",yes
"['कमोरी', 'sir', 'बेटी', 'to', 'बेटी', 'hoti', 'है', 'उसका', 'उमर', 'se', 'क्या', 'लेना', 'देनापको', 'सभी', 'rape', 'कसेस', 'k', 'लिए', 'ye', 'निर्णय', 'लेना', 'चाहिए', 'Jab', 'मर्ज', 'एक', 'है', 'to', 'medicine', 'भि', 'एक', 'होनी', 'चाहिये']",no
"['भै', 'chill', 'मर्ददान्स', 'hi', 'किया', 'है', 'rape', 'नई']",no
"['मन्त्रि', 'जि', 'कृपा', 'कर', 'के', 'priority', 'हरयाना', 'mein', 'ho', 'rhe', 'minor', 'लडकियों', 'के', 'साठ', 'rape', 'ko', 'control', 'लाने', 'mein', 'करें', 'na', 'कि', 'पद्मावत', 'mein']",no
"['मोड़ी', 'जि', 'se', 'फूचो', '2014', 'se', 'government', 'job', 'मै', 'joining', 'क्यो', 'नही', 'ho', 'रही', 'है', 'to', 'मोड़ी', 'जि', 'बाग', 'hate', 'है']",no
"['मोड़ी', 'se', 'फूचो', 'demonetization', 'se', 'देश', 'कि', '375000', 'सीआर', 'ka', 'नुक्सान', 'ho', 'गया', 'To', 'मोड़ी', 'जि', 'भाग', 'hate', 'है']",no
"['मोड़ी', 'se', 'फूचो', 'oil', 'का', 'rate', 'सस्ता', 'होना', 'चाहियेमोडी', 'जि', 'भाग', 'hate', 'है']",no
"['मोड़ी', 'se', 'फूचो', 'किसान', 'भूका', 'mar', 'रहा', 'हैमोदी', 'जि', 'भाग', 'hate', 'है']",no
"['मोड़ी', 'se', 'फूचोहार्यान', 'जल', 'रहा', 'हैमोदी', 'भाग', 'hate', 'है']",no
"['कितना', 'अपने', 'मा', 'बाप', 'ka', 'naam', 'दुनिया', 'me', 'डुबायेगा', 'ye', 'pata', 'नही', 'परवाह', 'hoti', 'उनकी', 'to', 'अब', 'तक', 'बाज', 'aa', 'जता', 'जिसे', 'hate', 'करता', 'है', 'उसके', 'hi', 'naam', 'se', 'attention', 'लेटा', 'है', 'इसे', 'अपने', 'मा', 'बाप', 'ka', 'naam', 'आउर्', 'खरब', 'करणा', 'हैजा', 'तक', 'पुरी', 'तरह', 'se', 'उनका', 'naam', 'नही', 'डुबायेगा', 'chain', 'se', 'नही', 'बैठेगा']",no
"['वैसे', 'media', 'वालों', 'के', 'भि', 'rape', 'के', 'मामले', 'सामने', 'आते', 'रहे', 'hain', 'तुम्हारी', 'media', 'society', 'ko', 'किसने', 'गंदा', 'किया', 'हुआ', 'है', 'उसका', 'भि', 'report', 'निकालो']",no
"['आप', 'लफ्जो', 'कि', 'rani', 'h', 'मोहोत्त्मा', 'कलम', 'आप', 'कि', 'पहचान', 'आउर्', 'आपके', 'इशारे', 's', 'सारे', 'लफ़्ज़', 'सीमत', 'hate', 'h', 'आपकी', 'बरघा', 'm', 'आउर्']",no
"['हहा', 'to', 'अपनी', 'औरतो', 'ko', 'hi', 'rape', 'केर', 'दिया', 'करीम', '5', 'लेक्स', 'East', 'पाक', 'कि', 'औरतो', 'ko', 'rape', 'केर', 'दिया', 'आउर्', 'jab', 'करने', 'कि', 'Bari', 'आयी', 'to', 'surrender']",yes
"['तुम्हे', 'इजराइली', 'कुतते', 'के', 'साठ', 'सल्फी', 'नही', 'लेनी', 'चाहिया', 'तिकिया', 'तुम्हारे', 'घार', 'बच्चे', 'नही', 'हेकिया', 'तुम्हारे', 'घार', 'बहुबेती', 'नही', 'हेगर', 'un', 'ka', 'rape', 'ho', 'to', 'आप', 'ko', 'कैसा', 'लज्ञागत', 'भि', 'आप', 'इसलारी', 'कुतते', 'के', 'साठ', 'सल्फी', 'लेटेशम', 'on', 'you', 'बचन']",yes
"['एससी', 'ko', 'मसों', 'के', 'साठ', 'rape', 'करने', 'वालों', 'ko', 'मृतुदंड', 'देना', 'चाहियेंके', 'लिए', 'केन्द्र', 'se', 'Kanoon', 'बनाने', 'ka', 'आग्रह', 'करणा', 'चाहिए']",no
"['Ye', 'आउर्', 'इसका', 'पती', 'सर्देसैराज्दीप', 'गालिया', 'खाने', 'के', 'लिए', 'hi', 'tweet', 'करते', 'है', 'it', 'सीम्स', 'जैसे', 'hi', 'ye', 'कुछ', 'बोलते', 'हैंसारे', 'log', 'गालिया', 'dene', 'लगते', 'हैनबूट', 'for', 'भि', 'ye', 'कभी', 'introspection', 'नही', 'करते', 'कि', 'log', 'hame', 'इतनी', 'hate', 'क्यू', 'करते', 'हैनी', 'tell', 'यूकोज', 'you', 'are', 'कांग', 'stooge', 'and', 'traitor']",no
"['मुझे', 'मोड़ी', 'se', 'problem', 'नही', 'है', 'तुझे', 'problem', 'है', 'tu', 'देखा', 'I', 'hate', 'कांग्रेस्मर', 'जाऊँगा', 'लेकिन', 'congress', 'ko', 'vote', 'नही', 'दूँगा']",yes
"['os', 'मा', 'se', 'contect', 'क्रो', 'जिस', 'कि', 'बेटी', 'ka', 'rape', 'जिस', 'ka', 'beta', 'कटेल', 'जिस', 'कि', 'जवान', 'बेटी', 'आघवा', 'or', 'जिन', 'k', 'ha', 'खनि', 'ka', 'राशन', 'नहि', 'he', 'jo', 'बाप', 'be', 'रोजगारी', 'कि', 'वजा', 'se', 'बचाए', 'बेचनी', 'road', 'पे', 'खारा', 'होता', 'he', 'os', 'मा', 'se', 'पोचो', 'jo', 'लोगो', 'k', 'घेर', 'ज', 'ज', 'k', 'काम', 'करती', 'he', 'naam', 'शरीफ', 'रखनी', 'se', 'कोच', 'नहि', 'होता', 'he']",yes
"['नितिष्कुमार', 'वस्सिड', 'नरेंद्रमोदी', 'बिहार', 'विजयपूर्तन', 'police', 'बोहट', 'hi', 'बाडा', 'कण्ड', 'hone', 'पे', 'रिस्वत', 'ले', 'के', 'chut', 'है', 'एक', 'लडकी', 'कि', 'kidnap', 'कर', 'के', 'rape', 'कर', 'के', 'murder', 'कर', 'दिया', 'ज्ञा', 'है', 'विजयपूर्तन', 'police', 'mila', 'है', 'मुकेश', 'कुमार', 'bade', 'babu', 'jo', '12', 'लाख', 'रूपया', 'ले', 'के', 'case', 'ko', 'दब', 'रह', 'है', 'पिक्टविटरकंजल1डकोकव्दत']",no
"['shi', 'खाये', 'sale', 'कुतते', 'कि', 'ओलाद', 'नेताओं', 'कि', 'बेटी', 'न्हीं', 'इनके', 'to', 'बेते', 'ka', 'rape', 'होना', 'चाहिए']",yes
"['बीजीपी', 'ko', 'कयों', 'अछा', 'खे', 'n', 'हर', 'din', 'नफरत', 'wale', 'hi', 'muddle', 'उठते', 'हन', 'ar', 'जिन', 'कारबियन्मुदों', 'par', 'sarkar', 'बनाया', 'we', 'sari', 'बुराइयां', 'इनके', 'ससरकार', 'me', 'आउर्', 'चरम', 'par', 'h', 'मोड़ी', 'अछा', 'बोलते', 'हन', 'implement', 'नहि', 'कर्कबंप', 'nam', 'k', 'दोखे', 'se', 'सफल', 'हुवे', 'नहि', 'to', 'आरएसएस', 'ko', 'डेस्', 'कि', 'जनता', '1948', 'se', 'hi', 'नकार', 'रखा', 'h']",yes
"['Sar', 'आप', 'se', 'hate', 'जोड़कर', 'निवेदन', 'करता', 'हू', 'कि', 'मेरी', 'sister', 'Ko', 'बर्मट', 'कार्यर', 'पोलिक', 'Ko', 'करवे', 'करने', 'के', 'आदश', 'd']",no
"['भरट', 'me', 'मुस्लिम', 'कौन', 'tha', 'तुमहरे', 'मा', 'बहनो', 'ko', 'rape', 'करके', 'लुटेरो', 'ne', 'तुम्हे', 'मुस्लिम', 'बनाया', 'tum', 'भे', 'हिंदु', 'he', 'the']",yes
"['loot', 'lo', 'मुझे', 'इतनी', 'behen', 'हैऔर', 'ye', 'नहि', 'कि', 'koi', 'भाबी', 'भि', 'लेकर', 'आये', 'hate', 'u', 'all', 'my', 'dear', 'बहनू']",no
"['भट्ट', 'hate', 'है', 'यार', 'in', 'k', 'दिल', 'mein', 'or', 'मुझे', 'वजा', 'नहे', 'pata']",no
"['नेतन्याहु', 'is', 'also', 'against', 'तेरोरिस्मेह', 'is', 'saving', 'his', 'country']",no
"['मन्दा', 'उन्स', 'hate', 'ai', 'हट']",no
"['i', 'hate', 'shanghai', 'na', 'तलग']",yes
"['कुब', 'तक', 'ase', 'hi', 'लडकिया', 'rape', 'Ka', 'सिखर', 'Hoti', 'रह्या', 'ge', 'पीएम', 'shab', 'कुब', 'तक', 'जिन', 'चोटी', 'चोटी', 'लडकियों', 'k', 'साठ', 'rape', 'कर', 'k', 'ओन', 'ko', 'mar', 'दिया', 'जता', 'ha', 'ओन', 'कि', 'Kay', 'गलती', 'थि', 'कि', 'वो', 'लडकी', 'थि', 'bus', 'Jo', 'rape', 'करता', 'ha', 'ओन', 'ko', '5', '10', 'year', 'कि', 'सजा', 'Hoti', 'h', 'bad', 'm', 'ओन', 'ko', 'चोड', 'दिया', 'जता', 'h', 'had', 'h', 'कुच', 'to', 'क्रो', 'पमोइंडा']",no
"['Tab', 'tum', 'sab', 'खना', 'थाई', 'jab', 'लडकियों', 'ka', 'rape', 'ho', 'रह', 'tha']",no
"['कशीफखालिद27', 'भित्तनिखणन', 'हमीदमीर्पक', 'पिछले', '15', 'din', 'me', 'कितने', 'child', 'rape', 'के', 'case', 'सामने', 'आये', 'hain', 'पिगिस्तान', 'पोर्किस्तान', 'मेहरामजादों', 'तुम्हारी', 'गलती', 'कम', 'है', 'क्योंकि', 'तुम्हारे', 'पेडोफाइल', 'सुअर', 'मोहम्मद', 'ne', 'खुद', '6', 'साल', 'कि', 'बच्ची', 'आयशा', 'se', 'निकाह', 'किया', 'tha', 'आउर्', '9', 'साल', 'कि', 'उमर', 'me']",no
"['हीना', 'winner', 'hone', 'चये', 'थि', 'आप', 'लोगो', 'ne', 'गलत', 'इंशन', 'ko', 'जीताया', 'है', 'I', 'hate', 'बीबी', '11']",yes
"['Not', 'boy', 'his', 'old', 'uncle', 'now', 'बची', 'ko', 'date', 'करने', 'we', 'बुद्ध', 'जवाँ', 'तोह', 'नही', 'hoga', 'jab', 'बची', 'ko', 'बुढ़ा', 'बुढ़ा', 'लगेगा', 'tab', 'नया', 'बकरा', 'पकड़', 'लेवी', 'I', 'mean', 'एलिया', 'se', 'है', 'Jo', 'uncle', 'सरबी', 'ko', 'old', 'ko', 'date', 'कर', 'रही', 'है', 'I', 'hate', 'रणबीर', 'इसने', 'kat', 'आउर्', 'अब', 'सिंगल', 'mother', 'महिरा', 'ko', 'भि', 'emotionally', 'use', 'करके']",yes
"['तुम्हे', 'जातिवादी', 'राजनीति', 'करते', 'शर्म', 'नही', 'आती', 'एक', 'din', 'तुम्हारा', 'वजूद', 'खात्मा', 'ho', 'जायेगा', 'आउर्', 'आउर्', 'public', 'तुम्से', 'hate', 'करेगी']",yes
"['Twitter', 'पे', 'Hi', 'करने', 'ka', 'नटिजासिर्ग', 'हाये', 'hate', 'करणा', 'rah', 'जता', 'है', 'हट्टप्टस्टास्थाइटेल्सोटिजेटस954789887143636992', '…']",no
"['भाग', 'i', 'hate', 'हीना']",no
"['विकास', 'hate', 'हीना']",no
"['विकास', 'फंस', 'hate', 'शिल्प', 'हीना']",no
"['बिछारे', 'यहा', 'जौहार', 'आउर्', 'protest', 'करने', 'se', 'पीछे', 'to', 'hate', 'to', 'वहा', 'आयेगें', 'na']",no
"['घ्यान', 'रखान', 'अपना', 'rape', 'bahut', 'ho', 'rhe', 'वाहन']",no
"['Wo', 'rape', 'होग्ये', 'देखतें', 'देखतें']",no
"['आओर', 'terrorism', 'hum', 'फेला', 'रहय']",no
"['तुझे', 'religion', 'ko', 'terrorism', 'se', 'आउर्', 'रक्पतापान', 'se', 'जोड़ने', 'कि', 'जरुरत', 'नही', 'है', 'koi', 'tera', 'इंतजार', 'नही', 'कर', 'रहा', 'है', 'na', 'hi', 'तेरे', 'अप्पोवल्दिसप्पोवल', 'कि', 'koi', 'value', 'है']",no
"['I', 'hate', 'this', 'guy', 'जिसने', 'इतनी', 'गलत', 'बात', 'के', 'शरीफाफ']",yes
"['औरत', 'सर्फ', 'शक्ल', 'o', 'surat', 'or', 'जिस्म', 'कि', 'वजा', 'स्य', 'खोबसोरत', 'नई', 'लग्ती', 'वजा', 'कुच', 'आउर्', 'b', 'ha', 'wo', 'ye', 'k', 'wo', 'पीछा', 'नई', 'करती', 'wo', 'rape', 'नई', 'करती', 'wo', 'यकतार्फा', 'mohabat', 'me', 'कताल', 'नई', 'करती']",no
"['हाँ', 'आउर्', '12', 'साल', 'se', 'उपर', 'wali', 'लडकियो', 'ka', 'rape', 'करने', 'पे', 'आप', 'रेपिस्ट्स', 'ko', 'लड्डू', 'देना']",no
"['Main', 'कभी', 'terrorism', 'ko', 'religion', 'se', 'नहि', 'जोड़ता']",no
"['लारकियों', 'kay', 'rape', 'may', 'हत्तप्तस्तस्तेवाललाला99स्टेटस954808025222664192', '…']",no
"['कश', 'इतने', 'political', 'action', 'or', 'public', 'support', 'sare', 'rape', 'कैसेस', 'ko', 'मिलते', 'यकीन', 'मानिये', 'अज', 'हर', 'बेटी', 'safe', 'hoti', '3', 'inch', 'कि', 'कमर', 'ko', 'ढकने', 'k', 'लिए', 'इतने', 'issue', 'or', 'jab', 'किसी', 'लडकी', 'कि', 'पुरी', 'इज्जत', 'खर्ब', 'ho', 'jati', 'उसके', 'लिए', 'koi', 'कुच', 'नही', 'बोलता']",yes
"['I', 'hate', 'गुप्त']",yes
"['एक', 'baar', 'पाकिस्तान', 'जरोर', 'visit', 'करणा', 'ब्रो', 'लहोरे', 'जरोर', 'visit', 'करणा', 'Political', 'hate', 'he', 'है', 'hum', 'पायर', 'करणे', 'वालय', 'है', 'श्रवित्लोव']",no
"['Agar', 'तुम्हारा', 'पायरी', 'bahan', 'ko', 'koi', 'rape', 'करे', 'आउर्', 'private', 'place', 'mein', 'चाकू', 'मार्कर', 'खत्म', 'कर्दे', 'to', 'tum', 'अंहिसा', 'कि', 'मुखोटा', 'पहनकर', 'उसे', 'समझाओ', 'ge']",no
"['Are', 'बतो', 'agar', 'तुम्हारा', 'bahan', 'ko', 'koi', 'rape', 'करके', 'murder', 'कर्दे', 'to', 'tum', 'अंहिसा', 'कि', 'रसते', 'पे', 'चलकर', 'उसे', 'पायर', 'se', 'समझोगे', 'कि', 'आउर्', 'किसीको', 'rape', 'नकारे']",no
"['But', 'मैने', 'suffer', 'कर', 'रह', 'हों19यर', 'ka', 'लड़का', 'jo', 'document', 'main', 'भि', '19यर', 'police', 'कि', 'नजर', 'main', 'adult', 'है', 'hi', 'नहि', 'वाहवाह', 're', 'up', 'police', 'अज', 'भि', 'देश', 'झुट', 'आउर्', 'पैसे', 'पे', 'जीवित', 'है', 'na', 'कि', 'such', 'पेई', 'hate', 'बीजीपी', 'also', 'up', 'police', 'हट्टप्स्टस्टाम्थाइटेफॉटिफेटस954397014199906304', '…']",yes
"['पंडित्स', 'कोमार', 'दिया', 'घार', 'se', 'बेघर', 'कर्दिया', 'लेकिन', 'पंडित', 'terrorist', 'नहीं', 'बना', 'हिंदु', 'terrorism', 'कहा', 'se', 'आय', 'आउर्', 'हर', 'एक्यूसलिम', 'terrorist', 'है', 'आउर्', 'terrorism', 'खा', 'koi', 'religion', 'नहीं', 'है', 'क्या', 'बात', 'है']",yes
"['To', 'log', 'अब', '12', 'साल', 'se', 'कम', 'कि', 'rape', 'Ni', 'करेगें', '12', 'साल', 'se', 'ज्यादा', 'कि', 'करेगें', 'फसी', 'se', 'Bach', 'जायेंगे', 'Agar', 'rape', 'ko', 'रोकना', 'hi', 'h', 'to', 'सभी', 'rapist', 'ko', 'फसी', 'do', '12', 'साल', 'se', 'कम', 'आउर्', 'ज्यादा', 'क्या']",no
"['Gul', 'बुखारी', 'सहिबा', 'सर्फ', 'hate', 'speech', 'कि', 'महीर', 'hain', 'in', 'ka', 'bus', 'नई', 'chalta', 'वरना', 'मर्यम', 'कि', 'bait', 'कर', 'lain', 'हत्टप्षस्तस्तिद्मैत्वैमिवितस954792317415763968', '…']",no
"['चार्ली', 'आजादी', 'चरखे', 'se', 'नहीं', 'बालकी', 'लाखो', 'प्रणों', 'कि', 'बलिदान', 'के', 'बदले', 'आयाहैं', 'अंहिसा', 'ओक', 'But', 'koi', 'तुम्हारा', 'bahan', 'ko', 'rape', 'करके', 'murder', 'कर्दे', 'to', 'केया', 'tum', 'अंहिसा', 'follow', 'करोगे', 'Agar', 'ऐसा', 'मेरा', 'साठ', 'होता', 'hain', 'to', 'main', 'उसे', '72', 'टुकडो', 'mein', 'बांटकर', 'on', 'camera', 'डरू', 'के', 'साठ', 'खा', 'जाऊँगा']",yes
"['अब', 'खटाम', 'होगया', 'tum', 'mat', 'लरना', 'मुझ', 'स्य', 'please', 'I', 'hate', 'फड़े', 'बाजी']",yes
"['We', 'take', 'so', 'much', 'pain', 'in', 'स्टडिंग', 'for', 'CA', 'and', 'अस्होलेस', 'like', 'you', 'call', 'us', 'नकली', 'CA', 'साले', 'खुद', 'puncture', 'बनके', 'दसरे', 'कोम', 'के', 'लडकियों', 'ko', 'rape', 'करके', 'कटल', 'करते', 'है', 'आउर्', 'खुद', 'के', 'धर्म', 'के', 'लडकियों', 'ko', 'बर्के', 'mein', 'kaid', 'करके', 'बकरियों', 'ko', 'rape', 'करते', 'है']",yes
"['नही', 'यार', 'यह', 'शिल्प', 'जि', 'घार', 'main', 'mummy', 'बना', 'दिया', 'tha', 'सबने', 'तोह', 'मैने', 'एक', 'example', 'देदिया', 'चाहता', 'tha', 'कि', 'आप', 'चुप', 'होजये', 'प्रियांक', 'के', 'बारे', 'main', 'आउर्', 'बुरा', 'mat', 'bolo', 'मुझे', 'पसन्द', 'हैना', 'वोह', 'इसीलिए', 'दिल', 'ka', 'अछा', 'लड़का', 'है', 'उसे', 'hate', 'भि', 'तोह', 'कर', 'पा', 'रहा', 'चलो', 'छोडो', 'आप', 'उस्को', 'बुरा', 'bolo']",no
"['वीड', 'no', 'वैसे', 'hi', 'इतना', 'hate', 'बारह', 'गया', 'है']",no
"['हड्डा', 'के', 'समय', 'me', 'इससे', 'double', 'rape', 'होते', 'the', 'लेकिन', 'us', 'समय', 'सोनिया', 'bolti', 'थि', 'है', 'na', 'हत्टप्षस्तस्तिवैंचोंतिशेटिसेटस954778515492151296', '…']",yes
"['Sir', 'जि', 'I', 'am', 'sure', 'चिल्लने', 'se', 'कुछ', 'valid', 'नही', 'ho', 'जता', 'but', 'I', 'am', 'more', 'sure', 'कि', 'solid', 'argument', 'dene', 'se', 'भि', 'कुछ', 'नही', 'हैजिंको', 'जिसको', 'support', 'करणा', 'हता', 'है', 'wo', 'करते', 'हैन्येजिदी', 'वोमन', 'के', 'rape', 'के', 'कितने', 'solid', 'argument', 'चहियेपुरी', 'दुनिया', 'me', 'बताइए', 'कितने', 'पोरफुल', 'log', 'साठ', 'hain']",no
"['संभू', 'क्या', 'हाल', 'है', 'jo', 'अपनी', 'भहन', 'ka', 'rape', 'करता', 'tha', 'us', 'जर्म', 'ko', 'छुपने', 'के', 'लिए', 'एक', '55', 'साल', 'के', 'बुजुर्ग', 'ko', 'पीछे', 'se', 'चुरा', 'बोख', 'के', 'मार', 'दिया', 'tha']",no
"['O', 'जे', 'rail', 'mein', 'to', 'मुमकिन', 'hi', 'नही', 'है', 'rape', 'करणा3', 'दफा', 'main', 'nay', 'कोशिश', 'कि', 'लेकिन', 'नकम', 'रहा', 'ख्साद्राफिक', 'Railway', 'मिनिस्टेथटल्टाब्टेस्थाउटिक्टाउटस954568300054437888', '…']",no
"['•', 'wo', 'rape', 'नही', 'करती']",no
